ID_Venda;Data_Compra;Ano;Mes;Evento;Cidade;Estado;Regiao;Categoria_Evento;Publico_Alvo;Canal_Aquisicao;Tipo_Ingresso;Forma_Pagamento;Status_Venda;Genero_Cliente;Idade_Cliente;Preco_Ingresso_BRL;Quantidade;Valor_Bruto_BRL;Desconto_BRL;Receita_Liquida_BRL;Custo_Evento_BRL;Curtidas_Campanha;Compartilhamentos_Campanha;Novos_Seguidores;Satisfacao;Sentimento_Publico
1185;2026-03-17;2026;3;CCXP;Belo Horizonte;MG;Sudeste;Anime;Família;Instagram;Pista;Pix;Confirmado;Feminino;45;56,37;1;56,37;2,82;53,55;29,48;637;102;30;10;Positivo
1186;2026-02-08;2026;2;Festival K-pop;Manaus;AM;Norte;K-pop;Adulto;Instagram;Pista;Cartão Débito;Confirmado;Feminino;38;52,08;2;104,16;10,42;93,74;54,83;933;68;63;4;Neutro
1187;2025-12-01;2025;12;Campus Party;Florianópolis;SC;Sul;Anime;Jovem adulto;Email Marketing;Pista;Cartão Crédito;Check-in realizado;Não informado;29;127,44;1;127,44;0,00;127,44;86,40;125;6;3;5;Positivo
1188;2025-01-01;2025;1;Brasil Game Show;Brasília;DF;Centro-Oeste;Tecnologia;Adulto;Instagram;VIP;Cartão Crédito;Check-in realizado;Masculino;15;274,98;1;274,98;0,00;274,98;185,14;306;46;21;6;Positivo
1189;2025-03-05;2025;3;Lançamento Indie;Porto Alegre;RS;Sul;Cultura Geek;Adolescente;TikTok;VIP;Carteira Digital;Check-in realizado;Feminino;25;312,07;1;312,07;46,81;265,26;186,31;3135;750;245;8;Positivo
1190;2025-10-16;2025;10;Feira Geek Local;Salvador;BA;Nordeste;Games;Adulto;TikTok;VIP;Cartão Débito;Confirmado;Feminino;34;199,79;1;199,79;9,99;189,80;87,13;1217;309;83;10;Muito positivo
1191;2025-01-25;2025;1;Festival K-pop;Rio de Janeiro;RJ;Sudeste;Cosplay;Jovem adulto;TikTok;Meet & Greet;Pix;Confirmado;Não informado;40;921,30;1;921,30;92,13;829,17;459,07;1077;149;57;6;Muito positivo
1192;2026-03-13;2026;3;Anime Friends;Goiânia;GO;Centro-Oeste;Anime;Jovem adulto;Instagram;Pista;Pix;Check-in realizado;Feminino;23;143,16;1;143,16;0,00;143,16;67,15;4346;826;350;6;Muito positivo
1193;2025-07-11;2025;7;Maratona Streamer;Belém;PA;Norte;Games;Adolescente;TikTok;Meet & Greet;Pix;Cancelado;Feminino;20;359,00;3;1076,99;107,70;0,00;247,35;2138;469;97;2;Negativo
1194;2025-03-18;2025;3;Feira Geek Local;Belo Horizonte;MG;Sudeste;Tecnologia;Adulto;Indicação;VIP;Cartão Crédito;Confirmado;Masculino;42;273,63;1;273,63;54,73;218,90;127,70;444;85;23;6;Neutro
1195;2025-11-18;2025;11;Brasil Game Show;Curitiba;PR;Sul;Cultura Geek;Jovem adulto;TikTok;Camarote;Pix;Confirmado;Masculino;19;747,53;2;1495,05;149,50;1345,55;996,74;821;116;85;9;Muito positivo
1196;2026-02-26;2026;2;CCXP;Porto Alegre;RS;Sul;Anime;Adolescente;Instagram;Pista;Pix;Confirmado;Masculino;27;170,54;1;170,54;0,00;170,54;57,33;1105;172;116;6;Muito positivo
1197;2026-02-09;2026;2;Anime Friends;Rio de Janeiro;RJ;Sudeste;Tecnologia;Adulto;Email Marketing;Pista;Cartão Crédito;Check-in realizado;Feminino;33;156,50;2;313,00;0,00;313,00;142,05;156;36;15;9;Muito positivo
1198;2025-09-01;2025;9;CCXP;Porto Alegre;RS;Sul;Tecnologia;Família;Email Marketing;Pista;Pix;Cancelado;Masculino;23;149,62;2;299,24;14,96;0,00;66,72;18;3;1;5;Positivo
1199;2025-10-25;2025;10;Encontro Cosplay;Florianópolis;SC;Sul;Anime;Adulto;Indicação;Online;Cartão Crédito;Reembolsado;Feminino;13;44,34;2;88,69;13,30;0,00;12,28;38;7;1;3;Negativo
1200;2026-04-27;2026;4;CCXP;Rio de Janeiro;RJ;Sudeste;Quadrinhos;Família;Google;Meet & Greet;Boleto;Confirmado;Masculino;28;663,80;1;663,80;66,38;597,42;424,55;179;18;14;9;Muito positivo
1201;2025-01-30;2025;1;Brasil Game Show;Florianópolis;SC;Sul;Games;Adulto;Instagram;Camarote;Cartão Crédito;Check-in realizado;Feminino;40;836,25;2;1672,50;83,62;1588,88;644,27;187;29;16;7;Neutro
1202;2025-08-05;2025;8;Anime Friends;São Paulo;SP;Sudeste;Games;Família;TikTok;Pista;Carteira Digital;Check-in realizado;Feminino;41;215,10;1;215,10;0,00;215,10;70,86;1737;246;120;9;Positivo
1203;2026-01-21;2026;1;Maratona Streamer;Campinas;SP;Sudeste;Cosplay;Adolescente;Twitch;Camarote;Cartão Crédito;Check-in realizado;Masculino;40;458,90;3;1376,71;0,00;1376,71;540,85;1644;441;57;6;Positivo
1204;2025-05-11;2025;5;Brasil Game Show;Recife;PE;Nordeste;Games;Família;Google;VIP;Pix;Confirmado;Masculino;36;426,19;3;1278,58;127,86;1150,72;544,73;556;114;35;10;Positivo
1205;2025-11-18;2025;11;Brasil Game Show;Manaus;AM;Norte;E-sports;Família;YouTube;Pista;Carteira Digital;Confirmado;Não informado;15;105,76;1;105,76;5,29;100,47;65,13;1420;217;114;6;Neutro
1206;2025-01-12;2025;1;Brasil Game Show;Porto Alegre;RS;Sul;Cultura Geek;Creator/Influencer;Instagram;Pista;Boleto;Check-in realizado;Feminino;33;98,92;1;98,92;0,00;98,92;50,42;631;44;50;7;Positivo
1207;2026-03-13;2026;3;Campus Party;Brasília;DF;Centro-Oeste;K-pop;Jovem adulto;YouTube;Pista;Boleto;Confirmado;Não informado;48;75,97;1;75,97;3,80;72,17;26,55;836;93;23;1;Negativo
1208;2025-02-10;2025;2;Brasil Game Show;São Paulo;SP;Sudeste;Quadrinhos;Jovem adulto;YouTube;VIP;Cartão Crédito;Confirmado;Masculino;23;603,30;3;1809,90;180,99;1628,91;1236,86;1465;312;115;10;Positivo
1209;2025-03-10;2025;3;Maratona Streamer;Brasília;DF;Centro-Oeste;Cultura Geek;Jovem adulto;Indicação;Pista;Pix;Confirmado;Masculino;35;49,83;1;49,83;4,98;44,85;28,11;37;5;1;7;Positivo
1210;2026-05-05;2026;5;Festival K-pop;Fortaleza;CE;Nordeste;Games;Jovem adulto;TikTok;Pista;Pix;Confirmado;Masculino;49;62,27;1;62,27;0,00;62,27;36,35;809;211;47;10;Positivo
1211;2025-01-14;2025;1;Torneio E-sports;Rio de Janeiro;RJ;Sudeste;Games;Jovem adulto;YouTube;Online;Pix;Confirmado;Masculino;41;41,06;3;123,18;6,16;117,02;48,89;592;88;38;2;Neutro
1212;2025-02-03;2025;2;Anime Friends;Recife;PE;Nordeste;Games;Jovem adulto;TikTok;VIP;Cartão Crédito;Check-in realizado;Masculino;36;369,96;1;369,96;0,00;369,96;184,82;4461;1211;567;8;Neutro
1213;2025-10-29;2025;10;Brasil Game Show;Porto Alegre;RS;Sul;Cosplay;Jovem adulto;Instagram;Pista;Cartão Crédito;Confirmado;Não informado;27;187,79;1;187,79;0,00;187,79;118,73;437;65;23;2;Negativo
1214;2026-02-16;2026;2;Festival K-pop;Goiânia;GO;Centro-Oeste;K-pop;Jovem adulto;TikTok;Pista;Carteira Digital;Confirmado;Não informado;30;131,72;2;263,44;0,00;263,44;87,33;1132;120;81;4;Neutro
1215;2026-04-04;2026;4;Lançamento Indie;Indaiatuba;SP;Sudeste;Tecnologia;Creator/Influencer;TikTok;Pista;Cartão Débito;Check-in realizado;Feminino;50;93,72;3;281,17;42,18;238,99;160,22;1053;96;71;8;Negativo
1216;2025-11-18;2025;11;Feira Geek Local;Fortaleza;CE;Nordeste;E-sports;Adulto;TikTok;VIP;Cartão Débito;Check-in realizado;Feminino;33;203,14;4;812,57;0,00;812,57;542,17;268;53;26;8;Muito positivo
1217;2025-02-27;2025;2;Brasil Game Show;Salvador;BA;Nordeste;E-sports;Adulto;Instagram;Meet & Greet;Pix;Confirmado;Masculino;50;1052,47;1;1052,47;0,00;1052,47;456,04;2186;492;253;7;Neutro
1218;2025-06-17;2025;6;CCXP;Manaus;AM;Norte;E-sports;Jovem adulto;YouTube;Pista;Cartão Crédito;Confirmado;Não informado;37;134,85;3;404,55;20,23;384,32;145,15;1657;267;86;9;Muito positivo
1219;2025-03-01;2025;3;Brasil Game Show;Curitiba;PR;Sul;Cosplay;Adolescente;Indicação;Pista;Carteira Digital;Cancelado;Feminino;39;65,86;1;65,86;0,00;0,00;15,66;253;17;8;3;Negativo
1220;2025-03-06;2025;3;Feira Geek Local;Porto Alegre;RS;Sul;Anime;Família;YouTube;Pista;Pix;Confirmado;Masculino;33;68,82;2;137,64;6,88;130,76;48,81;954;121;41;2;Neutro
1221;2025-01-12;2025;1;Encontro Cosplay;Indaiatuba;SP;Sudeste;E-sports;Adulto;Instagram;Pista;Cartão Crédito;Reembolsado;Não informado;22;108,67;2;217,34;21,73;0,00;51,82;908;239;46;3;Negativo
1222;2026-04-29;2026;4;CCXP;Goiânia;GO;Centro-Oeste;Quadrinhos;Adulto;Indicação;Pista;Carteira Digital;Confirmado;Feminino;50;155,58;1;155,58;7,78;147,80;58,17;175;14;8;4;Negativo
1223;2025-12-23;2025;12;Encontro Cosplay;Indaiatuba;SP;Sudeste;Tecnologia;Jovem adulto;YouTube;VIP;Pix;Check-in realizado;Feminino;19;250,87;3;752,60;150,52;602,08;414,90;735;106;32;10;Muito positivo
1224;2026-03-04;2026;3;Festival K-pop;Belo Horizonte;MG;Sudeste;Tecnologia;Creator/Influencer;Instagram;Pista;Pix;Check-in realizado;Masculino;19;103,58;3;310,74;0,00;310,74;103,54;997;155;95;2;Negativo
1225;2025-03-02;2025;3;CCXP;Goiânia;GO;Centro-Oeste;Games;Jovem adulto;TikTok;Online;Pix;Check-in realizado;Não informado;54;54,52;1;54,52;16,36;38,16;24,32;239;9;18;2;Negativo
1226;2025-05-18;2025;5;Festival K-pop;Brasília;DF;Centro-Oeste;Anime;Creator/Influencer;TikTok;Pista;Cartão Crédito;Check-in realizado;Feminino;15;136,82;3;410,47;0,00;410,47;218,19;730;198;31;9;Positivo
1227;2025-01-18;2025;1;CCXP;Curitiba;PR;Sul;Games;Creator/Influencer;Indicação;Camarote;Carteira Digital;Check-in realizado;Não informado;40;761,75;3;2285,24;0,00;2285,24;1360,77;73;15;8;6;Positivo
1228;2025-10-21;2025;10;Brasil Game Show;Goiânia;GO;Centro-Oeste;K-pop;Adolescente;Email Marketing;Pista;Cartão Débito;Cancelado;Feminino;42;155,61;2;311,22;62,24;0,00;52,08;20;4;2;2;Neutro
1229;2025-04-05;2025;4;Anime Friends;Florianópolis;SC;Sul;Games;Jovem adulto;Instagram;Pista;Cartão Crédito;Confirmado;Não informado;27;152,71;1;152,71;7,64;145,07;99,28;1420;225;46;4;Negativo
1230;2025-05-17;2025;5;Campus Party;Fortaleza;CE;Nordeste;Games;Jovem adulto;Instagram;Pista;Cartão Débito;Check-in realizado;Feminino;29;82,51;1;82,51;0,00;82,51;34,91;545;125;68;7;Positivo
1231;2026-03-24;2026;3;Encontro Cosplay;Salvador;BA;Nordeste;E-sports;Família;Instagram;Pista;Pix;Confirmado;Feminino;46;48,41;2;96,82;0,00;96,82;52,26;607;63;32;8;Positivo
1232;2026-02-19;2026;2;Lançamento Indie;Fortaleza;CE;Nordeste;Games;Jovem adulto;Google;Camarote;Cartão Crédito;Confirmado;Feminino;46;518,85;1;518,85;0,00;518,85;312,84;137;13;8;6;Positivo
1233;2025-03-02;2025;3;Anime Friends;Campinas;SP;Sudeste;E-sports;Jovem adulto;YouTube;VIP;Pix;Confirmado;Feminino;49;423,01;4;1692,03;169,20;1522,83;1160,28;311;77;40;6;Positivo
1234;2025-08-31;2025;8;Anime Friends;Porto Alegre;RS;Sul;Anime;Adulto;Instagram;Pista;Pix;Confirmado;Feminino;28;70,59;2;141,19;28,24;112,95;58,44;308;65;23;10;Muito positivo
1235;2025-02-02;2025;2;Lançamento Indie;Porto Alegre;RS;Sul;Tecnologia;Creator/Influencer;TikTok;Online;Carteira Digital;Cancelado;Masculino;45;22,32;1;22,32;0,00;0,00;3,20;569;114;36;4;Negativo
1236;2025-08-28;2025;8;CCXP;Salvador;BA;Nordeste;Cosplay;Creator/Influencer;Instagram;Camarote;Pix;Confirmado;Feminino;31;516,63;4;2066,51;309,98;1756,53;1378,99;2181;451;107;10;Positivo
1237;2025-05-06;2025;5;Torneio E-sports;Florianópolis;SC;Sul;Quadrinhos;Adulto;TikTok;Camarote;Cartão Crédito;Check-in realizado;Masculino;24;318,83;3;956,49;95,65;860,84;423,71;1383;82;54;10;Muito positivo
1238;2025-07-29;2025;7;Campus Party;Recife;PE;Nordeste;Tecnologia;Adolescente;Google;Pista;Pix;Check-in realizado;Masculino;35;91,20;2;182,40;54,72;127,68;69,15;52;4;4;7;Muito positivo
1239;2025-03-08;2025;3;Encontro Cosplay;Campinas;SP;Sudeste;Anime;Jovem adulto;Email Marketing;Pista;Pix;Confirmado;Masculino;16;133,96;1;133,96;6,70;127,26;61,99;224;34;18;8;Positivo
1240;2025-06-21;2025;6;Torneio E-sports;Manaus;AM;Norte;K-pop;Jovem adulto;Instagram;Pista;Pix;Confirmado;Masculino;44;105,64;2;211,27;10,56;200,71;141,28;1102;248;51;9;Positivo
1241;2025-08-06;2025;8;CCXP;Recife;PE;Nordeste;Games;Adulto;Email Marketing;Pista;Cartão Crédito;Confirmado;Masculino;19;97,28;2;194,56;0,00;194,56;100,26;44;10;3;8;Positivo
1242;2025-07-18;2025;7;Encontro Cosplay;Salvador;BA;Nordeste;Games;Família;Indicação;Pista;Pix;Confirmado;Masculino;54;126,15;2;252,30;0,00;252,30;154,32;64;13;5;7;Positivo
1243;2026-02-01;2026;2;Encontro Cosplay;São Paulo;SP;Sudeste;Cultura Geek;Creator/Influencer;Indicação;Pista;Pix;Confirmado;Não informado;50;106,86;1;106,86;5,34;101,52;59,03;60;8;3;5;Muito positivo
1244;2025-04-01;2025;4;CCXP;Manaus;AM;Norte;Cosplay;Jovem adulto;Email Marketing;Pista;Cartão Débito;Check-in realizado;Masculino;45;142,21;4;568,85;28,44;540,41;296,11;383;30;14;7;Positivo
1245;2025-07-15;2025;7;Lançamento Indie;Porto Alegre;RS;Sul;Quadrinhos;Adulto;YouTube;Pista;Cartão Crédito;Confirmado;Masculino;54;112,47;1;112,47;16,87;95,60;63,55;956;189;124;7;Positivo
1246;2026-05-06;2026;5;Campus Party;Curitiba;PR;Sul;Cosplay;Jovem adulto;YouTube;VIP;Cartão Crédito;Check-in realizado;Masculino;40;308,87;3;926,62;0,00;926,62;560,99;304;67;14;7;Neutro
1247;2025-11-20;2025;11;Anime Friends;Brasília;DF;Centro-Oeste;E-sports;Jovem adulto;Indicação;Meet & Greet;Pix;Confirmado;Masculino;19;1171,68;1;1171,68;351,50;820,18;486,20;53;11;4;10;Positivo
1248;2025-06-14;2025;6;Encontro Cosplay;Indaiatuba;SP;Sudeste;Tecnologia;Adolescente;YouTube;Pista;Pix;Confirmado;Feminino;51;102,87;5;514,36;0,00;514,36;319,65;67;15;7;2;Negativo
1249;2026-02-25;2026;2;Brasil Game Show;Recife;PE;Nordeste;E-sports;Creator/Influencer;Instagram;Camarote;Cartão Crédito;Check-in realizado;Feminino;54;810,46;1;810,46;81,05;729,41;560,28;586;127;33;8;Positivo
1250;2026-03-17;2026;3;Torneio E-sports;Florianópolis;SC;Sul;Cultura Geek;Creator/Influencer;Instagram;Meet & Greet;Pix;Reembolsado;Masculino;23;512,22;1;512,22;0,00;0,00;113,68;1538;411;148;1;Negativo
1251;2025-01-02;2025;1;Anime Friends;Salvador;BA;Nordeste;E-sports;Jovem adulto;Instagram;Camarote;Cartão Débito;Confirmado;Não informado;28;769,95;1;769,95;77,00;692,95;344,23;527;65;27;9;Positivo
1252;2025-05-14;2025;5;Anime Friends;Fortaleza;CE;Nordeste;Games;Jovem adulto;Indicação;Camarote;Carteira Digital;Confirmado;Feminino;30;679,81;2;1359,61;0,00;1359,61;910,94;285;59;28;9;Muito positivo
1253;2025-11-25;2025;11;Torneio E-sports;Porto Alegre;RS;Sul;Cultura Geek;Adulto;YouTube;VIP;Cartão Débito;Check-in realizado;Feminino;51;313,85;3;941,54;0,00;941,54;372,67;723;37;63;8;Muito positivo
1254;2025-06-10;2025;6;Brasil Game Show;Salvador;BA;Nordeste;Cosplay;Adolescente;Instagram;Camarote;Pix;Check-in realizado;Feminino;40;767,99;1;767,99;0,00;767,99;252,83;800;131;49;9;Muito positivo
1255;2026-03-18;2026;3;Torneio E-sports;Campinas;SP;Sudeste;Cosplay;Jovem adulto;Indicação;Pista;Cartão Crédito;Check-in realizado;Feminino;51;82,09;1;82,09;8,21;73,88;52,25;83;23;6;4;Negativo
1256;2025-03-14;2025;3;Lançamento Indie;Manaus;AM;Norte;Cosplay;Jovem adulto;Indicação;VIP;Cartão Crédito;Confirmado;Feminino;29;211,04;1;211,04;0,00;211,04;127,57;193;12;10;7;Muito positivo
1257;2025-11-01;2025;11;Anime Friends;Rio de Janeiro;RJ;Sudeste;Anime;Adolescente;Email Marketing;Online;Cartão Débito;Confirmado;Feminino;26;58,94;1;58,94;0,00;58,94;25,95;198;42;16;10;Positivo
1258;2026-02-02;2026;2;Maratona Streamer;Manaus;AM;Norte;Anime;Adolescente;Instagram;Pista;Pix;Confirmado;Não informado;30;120,79;1;120,79;0,00;120,79;73,83;1565;345;171;6;Muito positivo
1259;2025-05-27;2025;5;CCXP;Curitiba;PR;Sul;E-sports;Jovem adulto;Twitch;VIP;Pix;Check-in realizado;Não informado;48;467,30;2;934,60;186,92;747,68;459,29;991;215;67;7;Positivo
1260;2025-05-06;2025;5;Feira Geek Local;Recife;PE;Nordeste;K-pop;Creator/Influencer;Email Marketing;Pista;Carteira Digital;Confirmado;Não informado;25;85,71;1;85,71;0,00;85,71;56,68;57;9;2;3;Negativo
1261;2025-03-16;2025;3;Feira Geek Local;Fortaleza;CE;Nordeste;E-sports;Jovem adulto;Instagram;Meet & Greet;Pix;Confirmado;Masculino;54;363,27;1;363,27;18,16;345,11;175,95;984;147;49;10;Positivo
1262;2025-07-11;2025;7;CCXP;Belo Horizonte;MG;Sudeste;Games;Jovem adulto;TikTok;Pista;Cartão Débito;Reembolsado;Masculino;32;129,87;4;519,49;25,97;0,00;107,99;1811;297;97;2;Negativo
1263;2025-01-12;2025;1;Torneio E-sports;Manaus;AM;Norte;Games;Jovem adulto;Indicação;Pista;Pix;Confirmado;Masculino;37;105,24;3;315,72;47,36;268,36;164,30;69;17;9;4;Negativo
1264;2026-04-04;2026;4;Brasil Game Show;Brasília;DF;Centro-Oeste;Games;Jovem adulto;TikTok;VIP;Pix;Check-in realizado;Feminino;25;350,18;4;1400,73;0,00;1400,73;665,17;819;44;34;6;Positivo
1265;2025-08-14;2025;8;Campus Party;Manaus;AM;Norte;E-sports;Jovem adulto;YouTube;Pista;Cartão Crédito;Cancelado;Feminino;15;60,15;1;60,15;0,00;0,00;12,87;201;35;13;1;Negativo
1266;2025-03-13;2025;3;CCXP;Belém;PA;Norte;E-sports;Jovem adulto;Instagram;Pista;Pix;Reembolsado;Feminino;28;63,03;2;126,07;0,00;0,00;27,16;2621;179;197;3;Negativo
1267;2026-01-25;2026;1;Campus Party;Porto Alegre;RS;Sul;E-sports;Adolescente;Instagram;VIP;Cartão Crédito;Confirmado;Não informado;48;361,61;1;361,61;0,00;361,61;159,41;1166;182;113;7;Muito positivo
1268;2026-04-04;2026;4;Anime Friends;Salvador;BA;Nordeste;Games;Adulto;YouTube;Pista;Pix;Confirmado;Feminino;50;146,31;2;292,62;0,00;292,62;200,05;1065;273;99;10;Muito positivo
1269;2025-02-02;2025;2;Torneio E-sports;Salvador;BA;Nordeste;Anime;Adolescente;Indicação;Meet & Greet;Pix;Confirmado;Masculino;16;374,67;2;749,34;149,87;599,47;244,06;190;12;14;9;Muito positivo
1270;2025-05-07;2025;5;Encontro Cosplay;Goiânia;GO;Centro-Oeste;Tecnologia;Creator/Influencer;TikTok;Pista;Cartão Crédito;Confirmado;Não informado;22;53,94;1;53,94;0,00;53,94;32,38;418;108;54;7;Positivo
1271;2025-07-06;2025;7;Encontro Cosplay;Campinas;SP;Sudeste;E-sports;Adolescente;TikTok;Pista;Pix;Confirmado;Feminino;21;121,23;1;121,23;0,00;121,23;68,96;724;158;44;3;Negativo
1272;2025-07-14;2025;7;Torneio E-sports;Goiânia;GO;Centro-Oeste;K-pop;Jovem adulto;YouTube;Meet & Greet;Cartão Crédito;Confirmado;Masculino;45;720,88;1;720,88;0,00;720,88;382,04;316;22;18;7;Negativo
1273;2026-02-23;2026;2;Brasil Game Show;Rio de Janeiro;RJ;Sudeste;K-pop;Adolescente;Twitch;VIP;Pix;Confirmado;Masculino;24;761,13;1;761,13;0,00;761,13;392,75;242;34;10;8;Positivo
1274;2025-06-17;2025;6;Feira Geek Local;São Paulo;SP;Sudeste;E-sports;Família;Twitch;VIP;Pix;Confirmado;Feminino;45;245,22;1;245,22;0,00;245,22;130,88;332;26;24;6;Neutro
1275;2025-06-07;2025;6;Lançamento Indie;Curitiba;PR;Sul;E-sports;Adolescente;Instagram;Pista;Pix;Confirmado;Feminino;13;139,74;3;419,23;0,00;419,23;296,22;3431;210;266;9;Muito positivo
1276;2025-08-27;2025;8;Torneio E-sports;Recife;PE;Nordeste;Cultura Geek;Jovem adulto;Instagram;Meet & Greet;Pix;Confirmado;Feminino;29;838,34;2;1676,67;0,00;1676,67;579,77;405;35;18;6;Positivo
1277;2025-11-27;2025;11;Anime Friends;Campinas;SP;Sudeste;E-sports;Adolescente;TikTok;Meet & Greet;Cartão Crédito;Check-in realizado;Feminino;18;922,96;1;922,96;46,15;876,81;385,68;782;208;34;9;Muito positivo
1278;2025-02-07;2025;2;Anime Friends;Fortaleza;CE;Nordeste;Tecnologia;Adolescente;Google;Meet & Greet;Cartão Débito;Confirmado;Masculino;51;1067,61;1;1067,61;320,28;747,33;751,08;52;8;2;7;Negativo
1279;2026-05-11;2026;5;CCXP;Campinas;SP;Sudeste;Quadrinhos;Adolescente;Google;VIP;Cartão Crédito;Confirmado;Feminino;49;453,70;4;1814,80;181,48;1633,32;685,20;196;47;8;10;Positivo
1280;2026-02-04;2026;2;Anime Friends;Manaus;AM;Norte;Anime;Jovem adulto;Instagram;Pista;Pix;Confirmado;Feminino;51;85,91;2;171,82;34,36;137,46;106,20;1257;129;73;9;Muito positivo
1281;2026-02-13;2026;2;Torneio E-sports;Goiânia;GO;Centro-Oeste;Cultura Geek;Adulto;Google;Pista;Pix;Confirmado;Masculino;40;52,91;5;264,54;0,00;264,54;145,54;173;27;11;9;Muito positivo
1282;2025-08-20;2025;8;Campus Party;Belo Horizonte;MG;Sudeste;Quadrinhos;Jovem adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Masculino;48;126,40;1;126,40;0,00;126,40;66,95;465;80;40;7;Positivo
1283;2025-07-23;2025;7;Brasil Game Show;Florianópolis;SC;Sul;Games;Jovem adulto;YouTube;Camarote;Cartão Crédito;Confirmado;Não informado;27;615,33;4;2461,31;0,00;2461,31;1650,64;375;83;26;10;Muito positivo
1284;2025-12-08;2025;12;Maratona Streamer;Curitiba;PR;Sul;Tecnologia;Jovem adulto;Twitch;VIP;Pix;Reembolsado;Masculino;46;183,26;1;183,26;9,16;0,00;49,51;163;11;8;5;Positivo
1285;2025-04-24;2025;4;CCXP;São Paulo;SP;Sudeste;Games;Adulto;Instagram;Pista;Cartão Crédito;Check-in realizado;Feminino;42;139,04;1;139,04;13,90;125,14;71,85;1678;461;144;3;Neutro
1286;2026-01-19;2026;1;Torneio E-sports;Salvador;BA;Nordeste;K-pop;Adolescente;Instagram;Online;Pix;Confirmado;Masculino;34;70,40;1;70,40;3,52;66,88;48,91;2051;325;101;8;Positivo
1287;2026-05-10;2026;5;Festival K-pop;Fortaleza;CE;Nordeste;K-pop;Jovem adulto;Instagram;VIP;Carteira Digital;Confirmado;Masculino;27;174,01;1;174,01;17,40;156,61;95,26;250;38;12;7;Positivo
1288;2025-09-10;2025;9;Brasil Game Show;Belo Horizonte;MG;Sudeste;E-sports;Família;TikTok;VIP;Cartão Débito;Confirmado;Feminino;22;616,97;1;616,97;30,85;586,12;432,58;615;93;31;8;Positivo
1289;2026-01-03;2026;1;Lançamento Indie;Manaus;AM;Norte;Cultura Geek;Jovem adulto;Instagram;Online;Pix;Confirmado;Feminino;34;20,62;1;20,62;0,00;20,62;7,11;576;159;54;7;Positivo
1290;2025-03-01;2025;3;Campus Party;Fortaleza;CE;Nordeste;Tecnologia;Família;Indicação;Pista;Boleto;Confirmado;Masculino;34;122,07;3;366,21;54,93;311,28;129,25;110;10;4;9;Muito positivo
1291;2025-06-18;2025;6;Brasil Game Show;Florianópolis;SC;Sul;Anime;Adolescente;TikTok;Pista;Pix;Check-in realizado;Feminino;53;176,25;1;176,25;0,00;176,25;81,67;306;18;16;8;Positivo
1292;2025-07-09;2025;7;Campus Party;Salvador;BA;Nordeste;Games;Adolescente;YouTube;Pista;Pix;Confirmado;Feminino;31;130,57;4;522,26;0,00;522,26;230,34;640;149;74;5;Negativo
1293;2025-05-15;2025;5;Festival K-pop;Florianópolis;SC;Sul;Anime;Jovem adulto;Email Marketing;Pista;Boleto;Check-in realizado;Feminino;36;86,20;5;430,98;0,00;430,98;291,81;57;2;0;8;Positivo
1294;2025-04-02;2025;4;Brasil Game Show;Curitiba;PR;Sul;K-pop;Jovem adulto;Instagram;Pista;Boleto;Confirmado;Feminino;37;187,20;2;374,40;37,44;336,96;232,83;1686;471;137;8;Neutro
1295;2025-08-24;2025;8;Feira Geek Local;Porto Alegre;RS;Sul;E-sports;Família;Twitch;Pista;Boleto;Check-in realizado;Masculino;49;111,04;2;222,09;0,00;222,09;85,00;247;46;19;4;Negativo
1296;2025-09-24;2025;9;Encontro Cosplay;Campinas;SP;Sudeste;K-pop;Adulto;Instagram;Pista;Carteira Digital;Cancelado;Feminino;24;104,86;3;314,59;15,73;0,00;73,50;1199;247;113;5;Neutro
1297;2025-09-08;2025;9;Maratona Streamer;Belo Horizonte;MG;Sudeste;Cosplay;Adulto;TikTok;VIP;Pix;Confirmado;Masculino;53;358,37;2;716,74;71,67;645,07;235,37;3777;775;397;10;Positivo
1298;2025-07-24;2025;7;Anime Friends;Recife;PE;Nordeste;Quadrinhos;Adulto;Email Marketing;Online;Cartão Crédito;Check-in realizado;Feminino;25;109,22;2;218,45;32,77;185,68;101,21;155;36;13;6;Positivo
1299;2025-06-18;2025;6;Anime Friends;Goiânia;GO;Centro-Oeste;Games;Adolescente;Twitch;Pista;Pix;Confirmado;Não informado;19;111,15;1;111,15;0,00;111,15;46,52;152;27;15;2;Negativo
1300;2025-12-26;2025;12;Maratona Streamer;Porto Alegre;RS;Sul;Games;Jovem adulto;TikTok;VIP;Cartão Crédito;Check-in realizado;Masculino;29;269,96;4;1079,83;0,00;1079,83;609,66;2371;360;68;7;Muito positivo
1301;2025-04-14;2025;4;Brasil Game Show;Brasília;DF;Centro-Oeste;K-pop;Jovem adulto;Indicação;Pista;Cartão Débito;Check-in realizado;Masculino;17;169,11;1;169,11;0,00;169,11;55,34;58;7;4;5;Muito positivo
1302;2025-03-04;2025;3;CCXP;Manaus;AM;Norte;E-sports;Adulto;TikTok;Camarote;Cartão Crédito;Confirmado;Não informado;21;752,31;1;752,31;0,00;752,31;364,80;1535;84;88;6;Muito positivo
1303;2025-07-29;2025;7;Anime Friends;Florianópolis;SC;Sul;Tecnologia;Adolescente;Email Marketing;VIP;Pix;Confirmado;Não informado;35;259,18;2;518,35;25,92;492,43;364,62;80;7;7;7;Positivo
